4.970358850000000217e+00,8.209529870000000784e+00,1.138901259999999915e+01,1.455061487000000042e+01,1.770454160999999971e+01,2.085448702000000054e+01,2.400210653999999977e+01,2.714825102000000001e+01,3.029340201999999849e+01,3.343785230999999669e+01,3.658179006000000300e+01,3.972534164000000345e+01,4.286859510000000029e+01,4.601161361999999855e+01,4.915444371000000245e+01,5.229712039000000345e+01,5.543967050999999913e+01,5.858211499000000089e+01,6.172447039000000046e+01,6.486674997999999448e+01,6.800896453000000008e+01,7.115112284999999304e+01,7.429323223000000098e+01,7.743529877000000283e+01,8.057732756999999424e+01,8.371932296999999323e+01,8.686128865999999960e+01,9.000322780999999850e+01,9.314514316000000349e+01,9.628703708000000461e+01,9.942891163000000176e+01,1.025707686199999955e+02,1.057126096500000045e+02,1.088544361099999946e+02,1.119962492500000053e+02,1.151380501799999934e+02,1.182798398799999973e+02,1.214216192500000062e+02,1.245633890600000058e+02,1.277051500400000066e+02,1.308469028300000048e+02,1.339886480099999915e+02,1.371303861199999972e+02,1.402721176299999968e+02,1.434138429799999983e+02,1.465555625799999859e+02,1.496972767800000099e+02,1.528389859300000069e+02,1.559806903399999953e+02,1.591223902899999985e+02,1.622640860299999872e+02,1.654057778199999973e+02,1.685474658800000043e+02,1.716891504099999963e+02,1.748308316000000104e+02,1.779725096399999984e+02,1.811141846900000019e+02,1.842558568999999977e+02,1.873975264199999913e+02,1.905391933800000004e+02,1.936808579099999861e+02,1.968225201200000072e+02,1.999641801299999884e+02,2.031058380400000090e+02,2.062474939399999982e+02,2.093891479300000071e+02,2.125308000900000138e+02,2.156724504999999965e+02,2.188140992399999902e+02,2.219557463799999937e+02,2.250973919900000055e+02,2.282390361299999881e+02,2.313806788599999891e+02,2.345223202399999991e+02,2.376639603200000010e+02,2.408055991600000141e+02,2.439472367900000052e+02,2.470888732800000014e+02,2.502305086499999902e+02,2.533721429599999908e+02,2.565137762499999781e+02,2.596554085399999963e+02,2.627970398799999998e+02,2.659386703000000125e+02,2.690802998300000013e+02,2.722219284999999900e+02,2.753635563500000103e+02,2.785051834000000213e+02,2.816468096699999819e+02,2.847884351999999808e+02,2.879300600099999770e+02,2.910716841199999863e+02,2.942133075500000245e+02,2.973549303300000020e+02,3.004965524799999912e+02,3.036381740100000002e+02,3.067797949499999959e+02,3.099214153099999862e+02,3.130630351099999871e+02,3.162046543700000143e+02
6.055577900000000291e+00,9.371651639999999617e+00,1.258885635000000036e+01,1.577299415999999965e+01,1.894191710999999856e+01,2.210256242999999898e+01,2.525820068000000163e+01,2.841057825000000037e+01,3.156071329999999975e+01,3.470923980999999969e+01,3.785657322000000136e+01,4.100299721999999747e+01,4.414871209999999735e+01,4.729386336000000313e+01,5.043855922000000191e+01,5.358288187000000136e+01,5.672689481999999828e+01,5.987064795999999944e+01,6.301418098999999984e+01,6.615752593000000559e+01,6.930070886000000030e+01,7.244375127000000703e+01,7.558667097999999385e+01,7.872948295000000485e+01,8.187219978999999626e+01,8.501483222000000239e+01,8.815738939000000585e+01,9.129987918999999863e+01,9.444230844999999874e+01,9.758468308999999863e+01,1.007270082900000006e+02,1.038692886000000044e+02,1.070115280200000001e+02,1.101537300899999963e+02,1.132958979600000049e+02,1.164380344300000019e+02,1.195801420100000030e+02,1.227222229199999930e+02,1.258642791999999986e+02,1.290063126599999919e+02,1.321483249499999886e+02,1.352903175600000054e+02,1.384322918299999969e+02,1.415742490000000089e+02,1.447161901999999998e+02,1.478581164500000114e+02,1.510000287000000014e+02,1.541419277999999906e+02,1.572838145599999962e+02,1.604256896999999924e+02,1.635675539000000072e+02,1.667094077799999923e+02,1.698512519299999894e+02,1.729930868600000053e+02,1.761349130899999977e+02,1.792767310700000110e+02,1.824185412299999882e+02,1.855603439699999910e+02,1.887021396600000003e+02,1.918439286599999889e+02,1.949857112900000118e+02,1.981274878499999943e+02,2.012692586400000039e+02,2.044110239100000115e+02,2.075527839199999960e+02,2.106945389100000057e+02,2.138362890999999877e+02,2.169780346999999949e+02,2.201197759000000076e+02,2.232615129000000138e+02,2.264032458700000063e+02,2.295449749800000063e+02,2.326867003799999907e+02,2.358284222199999931e+02,2.389701406499999905e+02,2.421118557899999928e+02,2.452535677799999974e+02,2.483952767400000141e+02,2.515369827700000087e+02,2.546786859899999911e+02,2.578203865099999916e+02,2.609620844099999886e+02,2.641037797999999839e+02,2.672454727499999763e+02,2.703871633699999961e+02,2.735288517299999853e+02,2.766705378999999994e+02,2.798122219599999880e+02,2.829539039800000069e+02,2.860955840299999977e+02,2.892372621700000082e+02,2.923789384599999721e+02,2.955206129700000020e+02,2.986622857500000237e+02,3.018039568600000280e+02,3.049456263399999898e+02,3.080872942500000136e+02,3.112289606300000173e+02,3.143706255299999839e+02,3.175122889900000018e+02
7.134398090000000359e+00,1.053603853999999984e+01,1.379953435000000006e+01,1.701309360000000126e+01,2.020244921000000105e+01,2.337813549999999907e+01,2.654531713000000082e+01,2.970683713000000026e+01,3.286439400999999805e+01,3.601906661999999670e+01,3.917157385000000147e+01,4.232241348000000158e+01,4.547194128000000291e+01,4.862041839999999837e+01,5.176804085999999927e+01,5.491495872000000134e+01,5.806128881000000064e+01,6.120712344999999743e+01,6.435253658000000598e+01,6.749758812000000319e+01,7.064232710000000282e+01,7.378679411000000243e+01,7.693102296000000706e+01,8.007504210000000455e+01,8.321887560999999778e+01,8.636254402000000141e+01,8.950606492999999375e+01,9.264945353000000239e+01,9.579272299999999518e+01,9.893588481000000456e+01,1.020789490199999960e+02,1.052219244500000030e+02,1.083648189099999968e+02,1.115076393199999956e+02,1.146503918100000021e+02,1.177930818800000026e+02,1.209357144199999965e+02,1.240782938600000023e+02,1.272208241600000065e+02,1.303633088900000132e+02,1.335057513099999937e+02,1.366481543600000066e+02,1.397905207000000019e+02,1.429328527899999983e+02,1.460751528399999870e+02,1.492174228899999946e+02,1.523596648200000061e+02,1.555018803300000059e+02,1.586440710200000126e+02,1.617862383300000033e+02,1.649283835999999894e+02,1.680705080900000041e+02,1.712126129499999934e+02,1.743546992299999943e+02,1.774967679400000122e+02,1.806388200000000097e+02,1.837808562600000073e+02,1.869228775199999859e+02,1.900648845400000084e+02,1.932068780099999969e+02,1.963488585899999919e+02,1.994908268899999939e+02,2.026327834800000005e+02,2.057747289000000137e+02,2.089166636600000118e+02,2.120585882299999980e+02,2.152005030699999963e+02,2.183424085899999909e+02,2.214843051999999943e+02,2.246261932600000080e+02,2.277680731400000127e+02,2.309099451600000066e+02,2.340518096600000035e+02,2.371936669199999983e+02,2.403355172400000015e+02,2.434773608700000125e+02,2.466191980899999976e+02,2.497610291299999972e+02,2.529028542199999947e+02,2.560446735900000022e+02,2.591864874400000076e+02,2.623282959699999992e+02,2.654700993700000140e+02,2.686118978200000242e+02,2.717536915000000022e+02,2.748954805600000100e+02,2.780372651700000119e+02,2.811790454700000055e+02,2.843208216200000038e+02,2.874625937299999805e+02,2.906043619600000056e+02,2.937461264099999880e+02,2.968878872199999819e+02,3.000296445000000176e+02,3.031713983500000040e+02,3.063131488800000284e+02,3.094548962000000074e+02,3.125966403900000046e+02,3.157383815700000014e+02,3.188801197999999886e+02
8.218727129999999548e+00,1.170788334000000042e+01,1.502169525999999955e+01,1.826861703000000148e+01,2.148187249000000065e+01,2.467557340000000110e+01,2.785684054000000032e+01,3.102968543000000068e+01,3.419655044999999660e+01,3.735901172999999886e+01,4.051813359999999875e+01,4.367466160000000031e+01,4.682913391000000303e+01,4.998194897999999853e+01,5.313340825000000223e+01,5.628374405999999652e+01,5.943313838000000260e+01,6.258173584000000034e+01,6.572965283000000625e+01,6.887698407000000600e+01,7.202380746999999417e+01,7.517018769000000589e+01,7.831617882999999836e+01,8.146182652999999618e+01,8.460716954999999473e+01,8.775224102999999332e+01,9.089706943999999567e+01,9.404167943999999579e+01,9.718609243000000220e+01,1.003303271099999989e+02,1.034743998900000008e+02,1.066183252099999947e+02,1.097621158700000024e+02,1.129057831899999940e+02,1.160493372899999969e+02,1.191927871900000042e+02,1.223361409799999961e+02,1.254794059400000066e+02,1.286225886400000036e+02,1.317656949899999859e+02,1.349087303599999927e+02,1.380516996499999891e+02,1.411946072899999933e+02,1.443374573199999986e+02,1.474802534700000081e+02,1.506229991099999950e+02,1.537656973699999980e+02,1.569083511100000123e+02,1.600509629599999926e+02,1.631935353599999985e+02,1.663360705599999960e+02,1.694785706300000072e+02,1.726210375100000078e+02,1.757634729799999889e+02,1.789058786999999882e+02,1.820482562299999927e+02,1.851906070100000079e+02,1.883329323700000089e+02,1.914752335899999878e+02,1.946175118300000122e+02,1.977597681899999884e+02,2.009020037100000025e+02,2.040442193400000122e+02,2.071864160099999879e+02,2.103285945599999991e+02,2.134707557899999983e+02,2.166129004699999996e+02,2.197550292999999897e+02,2.228971429599999965e+02,2.260392420899999877e+02,2.291813272800000050e+02,2.323233990999999889e+02,2.354654580799999906e+02,2.386075047500000039e+02,2.417495395699999960e+02,2.448915630099999987e+02,2.480335755000000120e+02,2.511755774499999916e+02,2.543175692599999991e+02,2.574595512899999790e+02,2.606015239100000258e+02,2.637434874499999751e+02,2.668854422200000158e+02,2.700273885500000119e+02,2.731693267100000071e+02,2.763112570000000119e+02,2.794531796699999973e+02,2.825950949799999989e+02,2.857370031699999799e+02,2.888789044900000249e+02,2.920207991400000083e+02,2.951626873499999988e+02,2.983045693099999767e+02,3.014464452299999948e+02,3.045883152900000255e+02,3.077301796599999761e+02,3.108720385400000055e+02,3.140138920699999971e+02,3.171557404199999723e+02,3.202975837399999932e+02
9.308663920000000758e+00,1.288394390999999928e+01,1.624946772999999922e+01,1.953178763000000018e+01,2.277102477000000036e+01,2.598468716000000001e+01,2.918180424999999900e+01,3.236755515000000116e+01,3.554514103000000347e+01,3.871665424999999772e+01,4.188352342999999678e+01,4.504675885999999707e+01,4.820709597999999829e+01,5.136508334999999903e+01,5.452113871000000245e+01,5.767558592000000317e+01,6.082868004000000184e+01,6.398062473000000239e+01,6.713158459999999650e+01,7.028169418000000235e+01,7.343106450999999879e+01,7.657978805999999850e+01,7.972794244000000674e+01,8.287559333000000095e+01,8.602279663000000198e+01,8.916960027000000366e+01,9.231604554999999834e+01,9.546216825999999855e+01,9.860799957999999776e+01,1.017535667700000062e+02,1.048988938199999978e+02,1.080440018799999962e+02,1.111889096700000010e+02,1.143336338600000062e+02,1.174781892999999968e+02,1.206225892899999934e+02,1.237668457599999954e+02,1.269109694499999961e+02,1.300549700599999881e+02,1.331988563499999998e+02,1.363426362900000015e+02,1.394863171099999875e+02,1.426299054000000126e+02,1.457734071900000004e+02,1.489168279700000141e+02,1.520601728100000116e+02,1.552034463399999993e+02,1.583466528300000107e+02,1.614897962199999881e+02,1.646328801299999895e+02,1.677759079299999883e+02,1.709188827300000071e+02,1.740618073999999922e+02,1.772046846400000106e+02,1.803475169200000039e+02,1.834903065700000013e+02,1.866330557599999906e+02,1.897757665000000031e+02,1.929184406800000033e+02,1.960610800599999948e+02,1.992036862999999869e+02,2.023462609400000076e+02,2.054888054399999930e+02,2.086313211799999863e+02,2.117738094300000000e+02,2.149162713999999994e+02,2.180587082399999872e+02,2.212011210100000085e+02,2.243435107399999993e+02,2.274858783800000026e+02,2.306282248400000014e+02,2.337705509799999959e+02,2.369128575899999873e+02,2.400551454700000136e+02,2.431974153300000125e+02,2.463396678599999916e+02,2.494819037199999912e+02,2.526241235399999994e+02,2.557663279100000011e+02,2.589085173899999859e+02,2.620506925199999841e+02,2.651928538099999741e+02,2.683350017500000035e+02,2.714771368099999904e+02,2.746192594199999917e+02,2.777613700100000074e+02,2.809034689900000217e+02,2.840455567399999950e+02,2.871876336299999934e+02,2.903297000100000105e+02,2.934717562199999747e+02,2.966138025999999854e+02,2.997558394399999884e+02,3.028978670399999942e+02,3.060398856900000055e+02,3.091818956700000172e+02,3.123238972300000000e+02,3.154658906199999819e+02,3.186078760999999986e+02,3.217498538899999971e+02
1.040189726999999920e+01,1.406048625000000030e+01,1.747771566999999848e+01,2.079632876000000152e+01,2.406273347000000129e+01,2.729760098999999940e+01,3.051177553999999859e+01,3.371156723000000000e+01,3.690092442000000261e+01,4.008245540000000062e+01,4.325795751999999794e+01,4.642871219999999965e+01,4.959565900999999855e+01,5.275950320999999832e+01,5.592078501000000301e+01,5.907992538999999965e+01,6.223725742999999966e+01,6.539304825000000676e+01,6.854751459999999952e+01,7.170083425999999349e+01,7.485315443999999729e+01,7.800459809999999550e+01,8.115526878000000011e+01,8.430525427999999977e+01,8.745462953999999911e+01,9.060345895000000382e+01,9.375179812000000368e+01,9.689969533000000013e+01,1.000471927300000061e+02,1.031943272500000006e+02,1.063411313900000010e+02,1.094876339099999996e+02,1.126338602799999933e+02,1.157798331999999988e+02,1.189255729399999950e+02,1.220710976700000003e+02,1.252164237000000071e+02,1.283615657400000032e+02,1.315065370899999948e+02,1.346513497699999959e+02,1.377960147299999960e+02,1.409405418999999995e+02,1.440849403699999982e+02,1.472292184199999951e+02,1.503733836600000018e+02,1.535174430499999971e+02,1.566614029899999991e+02,1.598052693999999860e+02,1.629490476999999942e+02,1.660927429200000063e+02,1.692363597300000038e+02,1.723799024200000076e+02,1.755233749999999873e+02,1.786667811799999868e+02,1.818101244199999940e+02,1.849534079500000132e+02,1.880966347700000085e+02,1.912398076800000126e+02,1.943829293199999881e+02,1.975260021400000028e+02,2.006690284500000132e+02,2.038120103900000117e+02,2.069549500100000046e+02,2.100978492099999926e+02,2.132407097699999952e+02,2.163835334000000046e+02,2.195263216699999873e+02,2.226690761099999918e+02,2.258117981100000122e+02,2.289544890200000111e+02,2.320971501100000012e+02,2.352397825799999964e+02,2.383823875600000122e+02,2.415249661199999878e+02,2.446675193000000093e+02,2.478100480500000060e+02,2.509525533000000053e+02,2.540950359199999866e+02,2.572374967499999912e+02,2.603799365699999839e+02,2.635223561399999994e+02,2.666647561799999835e+02,2.698071373600000129e+02,2.729495003499999939e+02,2.760918457600000124e+02,2.792341741999999840e+02,2.823764862200000039e+02,2.855187823800000047e+02,2.886610631899999930e+02,2.918033291400000167e+02,2.949455807200000095e+02,2.980878183799999874e+02,3.012300425600000153e+02,3.043722536700000205e+02,3.075144521199999872e+02,3.106566382799999815e+02,3.137988125399999717e+02,3.169409752500000081e+02,3.200831267400000115e+02,3.232252673500000242e+02
1.149632633999999953e+01,1.523493955000000000e+01,1.870315670999999824e+01,2.205829362000000060e+01,2.535248620999999858e+01,2.860933324999999883e+01,3.184138516000000152e+01,3.505603118999999879e+01,3.825794235000000043e+01,4.145023190999999940e+01,4.463506217999999848e+01,4.781398556999999983e+01,5.098814742999999794e+01,5.415841239000000229e+01,5.732544604000000277e+01,6.048976945999999799e+01,6.365179669999999845e+01,6.681186103999999659e+01,6.997023391000000458e+01,7.312713865000000624e+01,7.628276074000000051e+01,7.943725555000000327e+01,8.259075425999999709e+01,8.574336834999999724e+01,8.889519321000000218e+01,9.204631096999999329e+01,9.519679270000000315e+01,9.834670020999999451e+01,1.014960875600000065e+02,1.046450021899999996e+02,1.077934859500000044e+02,1.109415758600000004e+02,1.140893048300000032e+02,1.172367021700000009e+02,1.203837941200000046e+02,1.235306041900000054e+02,1.266771535599999936e+02,1.298234613200000069e+02,1.329695447500000114e+02,1.361154195100000095e+02,1.392610998199999983e+02,1.424065986699999939e+02,1.455519278799999938e+02,1.486970982800000058e+02,1.518421198100000140e+02,1.549870015699999897e+02,1.581317519499999946e+02,1.612763786700000139e+02,1.644208888699999989e+02,1.675652891400000044e+02,1.707095855899999890e+02,1.738537838599999930e+02,1.769978892299999984e+02,1.801419065700000033e+02,1.832858404300000075e+02,1.864296950700000082e+02,1.895734744199999966e+02,1.927171821999999963e+02,1.958608218699999952e+02,1.990043966599999976e+02,2.021479096099999992e+02,2.052913635699999872e+02,2.084347612299999923e+02,2.115781050999999877e+02,2.147213975399999981e+02,2.178646408099999974e+02,2.210078369899999871e+02,2.241509880799999905e+02,2.272940959599999928e+02,2.304371623899999975e+02,2.335801890600000092e+02,2.367231775500000026e+02,2.398661293700000101e+02,2.430090459500000009e+02,2.461519286399999942e+02,2.492947787299999902e+02,2.524375974300000109e+02,2.555803859099999897e+02,2.587231452799999829e+02,2.618658765800000197e+02,2.650085808100000122e+02,2.681512589299999831e+02,2.712939118499999722e+02,2.744365404299999796e+02,2.775791455099999894e+02,2.807217278800000031e+02,2.838642882899999904e+02,2.870068274600000109e+02,2.901493460899999945e+02,2.932918448400000102e+02,2.964343243399999892e+02,2.995767852000000175e+02,3.027192279999999869e+02,3.058616533000000004e+02,3.090040616399999749e+02,3.121464535200000228e+02,3.152888294399999722e+02,3.184311898799999767e+02,3.215735352799999873e+02,3.247158660900000200e+02
1.259049051000000041e+01,1.640580561000000159e+01,1.992394812999999942e+01,2.331545308999999833e+01,2.663769484999999904e+01,2.991698058000000060e+01,3.316745851999999672e+01,3.639754047000000270e+01,3.961258976999999959e+01,4.281620843999999693e+01,4.601091528999999980e+01,4.919852970000000170e+01,5.238040132999999798e+01,5.555755412999999976e+01,5.873077988000000005e+01,6.190070099999999798e+01,6.506781395000000146e+01,6.823251971999999910e+01,7.139514592999999820e+01,7.455596291999999892e+01,7.771519589000000394e+01,8.087303391999999747e+01,8.402963701000000185e+01,8.718514150000000029e+01,9.033966424000000472e+01,9.349330605000000105e+01,9.664615433999999539e+01,9.979828526999999383e+01,1.029497655299999934e+02,1.061006537800000018e+02,1.092510018100000053e+02,1.124008554899999979e+02,1.155502556800000065e+02,1.186992388000000034e+02,1.218478374900000034e+02,1.249960810500000008e+02,1.281439958699999977e+02,1.312916057900000055e+02,1.344389323999999988e+02,1.375859952700000122e+02,1.407328122399999870e+02,1.438793995400000085e+02,1.470257720099999972e+02,1.501719432600000061e+02,1.533179257399999926e+02,1.564637309100000095e+02,1.596093693100000053e+02,1.627548506800000041e+02,1.659001839800000084e+02,1.690453775299999961e+02,1.721904390299999932e+02,1.753353756200000078e+02,1.784801939200000049e+02,1.816249001299999861e+02,1.847694999800000062e+02,1.879139988500000129e+02,1.910584017300000141e+02,1.942027133100000071e+02,1.973469379800000070e+02,2.004910798399999976e+02,2.036351427300000125e+02,2.067791302800000039e+02,2.099230458899999974e+02,2.130668927399999859e+02,2.162106738600000142e+02,2.193543920699999887e+02,2.224980500599999971e+02,2.256416503400000124e+02,2.287851953100000060e+02,2.319286872200000005e+02,2.350721282099999883e+02,2.382155203000000085e+02,2.413588654000000133e+02,2.445021653400000048e+02,2.476454218300000036e+02,2.507886365200000114e+02,2.539318109699999866e+02,2.570749466500000153e+02,2.602180449699999940e+02,2.633611072699999909e+02,2.665041348400000061e+02,2.696471288800000252e+02,2.727900905600000101e+02,2.759330209999999965e+02,2.790759212400000138e+02,2.822187923000000183e+02,2.853616351499999837e+02,2.885044507000000067e+02,2.916472398500000054e+02,2.947900034400000209e+02,2.979327422800000136e+02,3.010754571499999770e+02,3.042181487899999865e+02,3.073608179199999881e+02,3.105034652200000096e+02,3.136460913500000061e+02,3.167886969400000226e+02,3.199312825999999745e+02,3.230738488999999731e+02,3.262163964200000237e+02
1.368347091000000049e+01,1.757230982999999824e+01,2.113916386000000003e+01,2.456665617999999895e+01,2.791697727000000029e+01,3.121894577000000126e+01,3.448820564999999760e+01,3.773413508000000149e+01,4.096275763999999953e+01,4.417814544000000154e+01,4.738316289000000125e+01,5.057989006999999759e+01,5.376987753000000225e+01,5.695430681999999933e+01,6.013409525000000144e+01,6.330996664999999979e+01,6.648250027999999645e+01,6.965216551999999695e+01,7.281934696000000429e+01,7.598436282999999491e+01,7.914747887000000048e+01,8.230891873999999575e+01,8.546887212999999406e+01,8.862750096000000610e+01,9.178494433999999558e+01,9.494132247999999663e+01,9.809673976999999923e+01,1.012512873400000046e+02,1.044050451100000032e+02,1.075580834400000043e+02,1.107104645699999992e+02,1.138622437100000013e+02,1.170134700499999951e+02,1.201641875400000004e+02,1.233144355900000022e+02,1.264642496099999960e+02,1.296136615499999891e+02,1.327627002600000026e+02,1.359113919300000077e+02,1.390597602999999935e+02,1.422078270400000122e+02,1.453556118699999899e+02,1.485031328700000017e+02,1.516504065800000092e+02,1.547974481800000035e+02,1.579442716400000108e+02,1.610908898200000010e+02,1.642373145999999906e+02,1.673835569500000133e+02,1.705296270199999924e+02,1.736755342300000109e+02,1.768212873200000104e+02,1.799668944199999885e+02,1.831123630799999944e+02,1.862577003600000012e+02,1.894029128299999911e+02,1.925480066400000112e+02,1.956929875300000106e+02,1.988378609000000097e+02,2.019826317700000118e+02,2.051273048900000049e+02,2.082718847099999948e+02,2.114163753999999926e+02,2.145607808999999975e+02,2.177051049099999886e+02,2.208493509300000142e+02,2.239935222500000123e+02,2.271376219900000137e+02,2.302816530899999918e+02,2.334256183299999918e+02,2.365695203500000048e+02,2.397133616399999880e+02,2.428571445700000027e+02,2.460008713899999861e+02,2.491445442200000002e+02,2.522881650900000068e+02,2.554317359199999942e+02,2.585752585500000009e+02,2.617187347099999783e+02,2.648621660700000007e+02,2.680055542100000139e+02,2.711489006200000063e+02,2.742922067599999991e+02,2.774354739999999993e+02,2.805787036300000068e+02,2.837218969300000140e+02,2.868650550799999905e+02,2.900081792299999961e+02,2.931512704799999938e+02,2.962943298800000207e+02,2.994373584300000175e+02,3.025803570900000068e+02,3.057233267999999953e+02,3.088662684299999910e+02,3.120091828299999861e+02,3.151520708300000138e+02,3.182949332000000027e+02,3.214377707099999952e+02,3.245805840599999783e+02,3.277233739700000115e+02
1.477472522000000055e+01,1.873412087999999898e+01,2.234842314999999857e+01,2.581139255000000077e+01,2.918967256000000177e+01,3.251441871000000106e+01,3.580267719999999798e+01,3.906473912999999953e+01,4.230725646999999867e+01,4.553475202999999993e+01,4.875042376999999760e+01,5.195660497000000078e+01,5.515504247999999876e+01,5.834707264000000038e+01,6.153373675999999648e+01,6.471585924000000034e+01,6.789410186000000635e+01,7.106900244000000555e+01,7.424100278000000230e+01,7.741046941000000459e+01,8.057770906000000366e+01,8.374298050999999532e+01,8.690650361000000146e+01,9.006846645999999623e+01,9.322903091999999958e+01,9.638833707000000572e+01,9.954650678999999514e+01,1.027036466299999944e+02,1.058598501599999935e+02,1.090151998799999973e+02,1.121697688499999970e+02,1.153236219900000066e+02,1.184768171599999960e+02,1.216294061600000020e+02,1.247814354500000036e+02,1.279329468600000013e+02,1.310839781200000118e+02,1.342345633799999973e+02,1.373847336199999916e+02,1.405345170100000018e+02,1.436839392100000055e+02,1.468330236600000092e+02,1.499817918100000043e+02,1.531302633299999911e+02,1.562784562699999924e+02,1.594263872600000127e+02,1.625740716299999917e+02,1.657215235300000131e+02,1.688687560399999938e+02,1.720157812699999909e+02,1.751626104800000121e+02,1.783092541000000040e+02,1.814557218399999954e+02,1.846020227600000112e+02,1.877481652699999870e+02,1.908941572599999859e+02,1.940400060800000119e+02,1.971857186199999887e+02,2.003313013400000102e+02,2.034767602800000077e+02,2.066221011199999964e+02,2.097673292000000060e+02,2.129124495400000114e+02,2.160574668600000052e+02,2.192023856200000012e+02,2.223472100200000057e+02,2.254919440200000054e+02,2.286365913600000113e+02,2.317811555799999894e+02,2.349256400499999984e+02,2.380700479200000075e+02,2.412143821999999886e+02,2.443586457499999938e+02,2.475028412700000047e+02,2.506469713300000137e+02,2.537910383699999954e+02,2.569350447200000076e+02,2.600789925700000254e+02,2.632228840299999888e+02,2.663667211000000066e+02,2.695105057000000102e+02,2.726542396500000223e+02,2.757979246699999862e+02,2.789415624399999842e+02,2.820851545300000112e+02,2.852287024600000223e+02,2.883722076700000230e+02,2.915156715599999870e+02,2.946590954399999873e+02,2.978024806000000240e+02,3.009458282400000257e+02,3.040891395300000113e+02,3.072324155900000164e+02,3.103756574899999805e+02,3.135188662699999895e+02,3.166620429000000172e+02,3.198051883499999803e+02,3.229483035200000245e+02,3.260913892899999951e+02,3.292344465099999979e+02
